"","x"
"101",0.257687196135521
"102",0.148485759273171
"103",0.579478265717626
"104",0.0609169667586684
"105",0.427225716412067
"106",0.167306535877287
"107",0.287772391457111
"108",0.207511943299323
"109",0.210378200281411
"110",0.0279502547346056
"111",0.15515775186941
"112",0.946652884595096
"113",0.256070080213249
"114",0.409370192792267
"115",0.241929779294878
"116",0.502428663894534
"117",0.0697141699492931
"118",0.0492313201539218
"119",0.160151794552803
"120",0.0194181967526674
"121",0.946177272126079
"122",0.183009135071188
"123",0.384655629750341
"124",0.064766532741487
"125",0.17972967820242
"126",0.41878181276843
"127",0.149035600479692
"128",0.832061627879739
"129",0.971080849412829
"130",0.00968632288277149
"131",0.203075839672238
"132",0.956099987961352
"133",0.447774925269186
"134",0.0595934805460274
"135",0.454856925643981
"136",0.274660137947649
"137",0.353626487776637
"138",0.520710931159556
"139",0.866357884369791
"140",0.45456500723958
"141",0.19285641843453
"142",0.869842804968357
"143",0.292743844911456
"144",0.601337240077555
"145",0.0672503025270998
"146",0.764189045876265
"147",0.762603208422661
"148",0.220927288755774
"149",0.42211099062115
"150",0.756281989160925
"151",0.0156907946802676
"152",0.714483144693077
"153",0.200416573788971
"154",0.0997245288453996
"155",0.866416841745377
"156",0.557691175490618
"157",1.10304203582928
"158",0.146903009153903
"159",0.0373060675337911
"160",0.380820848513395
"161",0.506167151033878
"162",0.0037111435085535
"163",0.615333155728877
"164",0.24412828264758
"165",0.216307549271733
"166",0.408363332971931
"167",0.259323660284281
"168",0.343660123180598
"169",0.586730153299868
"170",0.1445203111507
"171",0.753374493215233
"172",0.0762612791731954
"173",0.0503278709948063
"174",0.109344918746501
"175",0.169003189075738
"176",0.302493900526315
"177",0.266052701044828
"178",0.442705021705478
"179",0.416639519389719
"180",0.450569165404886
"181",0.347218315582722
"182",0.0887264986522496
"183",0.0797498971223831
"184",0.151729185599834
"185",0.12164278421551
"186",0.331778721883893
"187",0.281936889514327
"188",0.772789907641709
"189",0.455162031576037
"190",0.348748061805964
"191",0.999163906089962
"192",0.351358882617205
"193",0.060114988591522
"194",0.274803892243654
"195",0.00698650488629937
"196",0.0469196122139692
"197",0.171976971905679
"198",0.746242310851812
"199",0.234565737191588
"200",0.334449210204184
"201",0.526685817167163
"202",0.545529206283391
"203",0.368315428495407
"204",0.58464193250984
"205",0.126114352606237
"206",0.549568135756999
"207",0.413928935304284
"208",0.429868111386895
"209",0.19582170760259
"210",0.74865052709356
"211",0.896163629367948
"212",0.294473553076386
"213",0.540373239200562
"214",0.225146044977009
"215",0.735914376564324
"216",0.277686549816281
"217",0.591191847342998
"218",0.273131695576012
"219",0.21737918490544
"220",0.0496495142579079
"221",0.833177976310253
"222",0.0878947786986828
"223",0.663505122065544
"224",0.00358248595148325
"225",0.44584680814296
"226",0.542870259378105
"227",0.502208869438618
"228",0.21157544804737
"229",0.501345766242594
"230",0.781964005436748
"231",0.0457225041463971
"232",0.0270961411297321
"233",0.00317357713356614
"234",0.544253415428102
"235",0.207644428592175
"236",0.357839446514845
"237",0.690245826262981
"238",0.259499016683549
"239",0.500381006859243
"240",0.401708174031228
"241",0.276133387815207
"242",0.209247204475105
"243",0.637215082533658
"244",0.582504202611744
"245",0.178821515291929
"246",0.113900101277977
"247",0.268190233036876
"248",0.389822737779468
"249",0.475347710307688
"250",0.0694662006571889
"251",0.874022922944278
"252",0.238760719075799
"253",0.369489691220224
"254",0.429598176851869
"255",0.491378763690591
"256",0.227983535733074
"257",0.304776518605649
"258",0.816991729661822
"259",0.441645083483309
"260",0.279128411784768
"261",1.13780906423926
"262",0.725213303230703
"263",0.0288527924567461
"264",0.403852185700089
"265",0.0257261004298925
"266",0.124016625341028
"267",0.370541189331561
"268",0.472214960027486
"269",0.54411776131019
"270",0.187699329108
"271",0.198692581616342
"272",0.699399616569281
"273",0.226438916288316
"274",0.661284390371293
"275",0.792627851478755
"276",0.660376755986363
"277",0.0573631515726447
"278",0.308582591824234
"279",0.570512991398573
"280",0.126125868409872
"281",0.227800239808857
"282",0.674620834179223
"283",0.212480248883367
"284",0.118863098323345
"285",0.287786000408232
"286",0.191804328933358
"287",0.619289129972458
"288",0.188278541900218
"289",0.927501821424812
"290",0.0152789964340627
"291",0.820491288322955
"292",0.209588662255555
"293",0.604432497639209
"294",0.463499841280282
"295",0.555612766183913
"296",0.198701838962734
"297",0.448645926080644
"298",0.177355394698679
"299",0.285821582656354
"300",0.516336914151907
"301",0.0900962436571717
"302",0.389304626733065
"303",0.190682027023286
"304",0.327544026076794
"305",0.272480431012809
"306",0.38398580159992
"307",0.188593196216971
"308",0.354095946531743
"309",0.0119366007857025
"310",0.631485625635833
"311",0.0334422243759036
"312",0.752574033103883
"313",0.130914254114032
"314",0.323185622692108
"315",0.671760919503868
"316",0.195618504658341
"317",0.461818675976247
"318",0.0162273924797773
"319",0.829031341709197
"320",0.0214207964017987
"321",0.0572481076233089
"322",0.400238577276468
"323",0.027367037255317
"324",0.438177729956806
"325",0.701865595765412
"326",0.728751569986343
"327",0.908784938510507
"328",0.538864051923156
"329",0.229475274682045
"330",0.849538838956505
"331",0.783533316571265
"332",0.36102608544752
"333",0.112459477968514
"334",0.0525403558276594
"335",0.0429144245572388
"336",0.786475448403507
"337",0.294700190424919
"338",0.0381485419347882
"339",0.472779853735119
"340",0.872465297579765
"341",0.166578970383853
"342",0.487523630727082
"343",0.195744049269706
"344",0.0110700284130871
"345",0.198688143864274
"346",0.305728265084326
"347",0.417715983930975
"348",0.208277006167918
"349",0.603080864530057
"350",0.225686228368431
"351",0.848174563143402
"352",0.81775268772617
"353",0.589610785245895
"354",0.00976810697466135
"355",0.302715669386089
"356",0.645717752631754
"357",0.411558258347213
"358",0.411414112895727
"359",0.0233083451166749
"360",0.491249398328364
"361",0.136609070468694
"362",0.634233746677637
"363",0.706976884976029
"364",0.859190935734659
"365",0.523472370114177
"366",0.660764786880463
"367",0.624804205726832
"368",0.309601493645459
"369",0.375110227614641
"370",0.669609617907554
"371",0.506621645763516
"372",0.428855947684497
"373",0.122302398085594
"374",0.950426342897117
"375",0.0159896677359939
"376",0.0165258930064738
"377",0.281478106044233
"378",0.541755899321288
"379",0.814710261765867
"380",0.0235291058197618
"381",0.673135409597307
"382",0.48904696945101
"383",0.0572806573472917
"384",0.432508126832545
"385",0.452228989452124
"386",0.304583110846579
"387",0.30345402425155
"388",0.724406514782459
"389",0.509666753932834
"390",0.548315278720111
"391",0.904776570387185
"392",0.0530767650343478
"393",0.0114389834925532
"394",0.516496340278536
"395",0.552384634502232
"396",0.0579604459926486
"397",0.306854057125747
"398",0.0145483296364546
"399",0.0659025344066322
"400",0.250085834413767
"401",0.337594477459788
"402",0.182591101620346
"403",0.436305336188525
"404",0.011244285851717
"405",0.118457821663469
"406",0.106423941906542
"407",0.306242320220917
"408",0.289056119509041
"409",0.222076172940433
"410",0.795212669763714
"411",0.835488121956587
"412",0.33643830800429
"413",0.0820913864299655
"414",0.275278375484049
"415",0.460460754111409
"416",0.381157922092825
"417",0.99087287671864
"418",0.12484097853303
"419",0.225750252138823
"420",0.506975862663239
"421",0.728824618272483
"422",0.530874812975526
"423",0.629950531292707
"424",0.827084220945835
"425",0.149063505232334
"426",0.00506923766806722
"427",0.581964084412903
"428",0.26660337112844
"429",0.129586074035615
"430",0.386220933869481
"431",0.360485343262553
"432",0.688610039651394
"433",0.104056340642273
"434",0.794047946110368
"435",0.0980845792219043
"436",0.351833687163889
"437",0.11135462205857
"438",0.816937407944351
"439",0.1003388594836
"440",0.0275493692606688
"441",0.873803640715778
"442",0.139488144777715
"443",0.226426641456783
"444",0.64550215145573
"445",0.00410566106438637
"446",0.046115827281028
"447",0.37248513661325
"448",0.204767379909754
"449",1.06113197980449
"450",0.617203360889107
"451",0.238931069616228
"452",0.202798978425562
"453",0.299158121924847
"454",0.740264493506402
"455",0.0161387608386576
"456",0.848779021762311
"457",0.514942945446819
"458",0.341089253779501
"459",0.0687764422036707
"460",0.120271283667535
"461",0.20861197495833
"462",0.445543257519603
"463",0.388677313458174
"464",0.00523230759426951
"465",0.058730838354677
"466",0.559137230738997
"467",0.0112712732516229
"468",0.239084884524345
"469",0.230704622808844
"470",0.199116475414485
"471",0.260852396022528
"472",0.0901713804341853
"473",0.509462598711252
"474",0.361102244351059
"475",0.35751769086346
"476",0.545813168864697
"477",0.35342131042853
"478",0.201144563034177
"479",0.568762358743697
"480",0.220411273185164
"481",0.293373921886086
"482",0.293937255628407
"483",0.0440245866775513
"484",0.00690151937305927
"485",0.667484733276069
"486",0.477700079791248
"487",0.498117145616561
"488",0.143741294741631
"489",0.253821399528533
"490",0.173376076854765
"491",0.295493702869862
"492",0.422985861077905
"493",0.124907570425421
"494",0.0560747506096959
"495",0.610311606433243
"496",0.152964126318693
"497",0.56524324696511
"498",0.259862756356597
"499",0.227636483032256
"500",0.962118718307465
"501",0.596487824805081
"502",0.031618676148355
"503",0.287039016839117
"504",0.384508136194199
"505",0.424573323689401
"506",0.417640870437026
"507",0.417774515226483
"508",0.127177436370403
"509",0.0861435360275209
"510",0.217059149872512
"511",0.369744019117206
"512",0.520916203968227
"513",0.79968573525548
"514",0.0961216795258224
"515",0.244626526255161
"516",0.495649224612862
"517",0.307678116951138
"518",0.0674254377372563
"519",0.478313562925905
"520",0.194397808518261
"521",0.322584309615195
"522",0.502769972663373
"523",0.112949803005904
"524",0.422581029124558
"525",0.251031217630953
"526",0.337801831774414
"527",0.252080359496176
"528",0.140793942846358
"529",0.348878954537213
"530",0.174449139740318
"531",1.1664984957315
"532",0.320109047461301
"533",0.193293900229037
"534",0.274142704438418
"535",0.313742780126631
"536",0.653639468364418
"537",0.572613968979567
"538",0.575413203332573
"539",0.337844111490995
"540",0.122602900955826
"541",0.0844337022863328
"542",0.222556146327406
"543",0.905161320697516
"544",0.32432284206152
"545",0.363566987216473
"546",0.470173575449735
"547",0.253986509051174
"548",0.0792342098429799
"549",0.233681837562472
"550",0.0316583970561624
"551",0.147362297866493
"552",0.811717892065644
"553",0.688152951188385
"554",0.133671099320054
"555",0.259710103273392
"556",0.580545165576041
"557",0.115218129940331
"558",0.600298140197992
"559",0.296036647632718
"560",0.373897303361446
"561",1.12472302280366
"562",0.250170496292412
"563",0.0299106072634459
"564",0.418400776106864
"565",0.287984448950738
"566",0.0625228392891586
"567",0.121241291053593
"568",0.215969129931182
"569",0.14569353312254
"570",0.0594190717674792
"571",0.414895773865283
"572",0.281336063053459
"573",0.1908203586936
"574",0.318326752167195
"575",0.641981298103929
"576",0.291026760824025
"577",0.233249757438898
"578",0.239453241229057
"579",0.292251186911017
"580",0.309442037250847
"581",0.187560697086155
"582",0.173960863612592
"583",0.203285843599588
"584",0.550073657650501
"585",0.689772746991366
"586",0.198113259393722
"587",0.424974737688899
"588",0.0813644705340266
"589",0.413296760525554
"590",0.635776363778859
"591",0.446858662180603
"592",0.188764599151909
"593",0.520292669534683
"594",0.386762376874685
"595",0.257355549838394
"596",0.32966170925647
"597",0.527751550544053
"598",0.309934557881206
"599",0.500418343581259
"600",0.850511747412384
"601",0.474320044741035
"602",0.842097941786051
"603",0.232200317550451
"604",0.365879589226097
"605",0.432116517331451
"606",0.358527982607484
"607",0.222822860814631
"608",0.439815481659025
"609",0.372902858071029
"610",0.589680548291653
"611",0.743773172143847
"612",0.719837995711714
"613",0.370007464662194
"614",0.479455289896578
"615",0.498982174322009
"616",0.441189811099321
"617",0.659396487753838
"618",0.0187506782822311
"619",0.557961028534919
"620",0.464922450482845
"621",0.189921846613288
"622",0.21528929239139
"623",0.193154427688569
"624",0.439844294451177
"625",0.262337438762188
"626",0.0603130576200783
"627",0.636630612425506
"628",0.69431914947927
"629",0.00411545159295201
"630",0.021790147293359
"631",0.406793346628547
"632",0.0681920954957604
"633",0.380832026712596
"634",0.654999860562384
"635",0.932973274029791
"636",0.158634674735367
"637",0.352628231048584
"638",0.679261018522084
"639",0.149080250412226
"640",0.667124961037189
"641",0.244445975404233
"642",0.238852759357542
"643",0.316710658371449
"644",0.386555606964976
"645",0.0303058349527419
"646",0.090855685994029
"647",0.892001308966428
"648",0.00372733222320676
"649",0.31971936346963
"650",0.283671012148261
"651",0.0432488624937832
"652",0.131788672879338
"653",0.399020377080888
"654",0.0473067071288824
"655",0.413564017508179
"656",0.403353883884847
"657",0.68684667814523
"658",0.430121887475252
"659",0.0691376742906868
"660",0.509648348670453
"661",0.676858951337636
"662",0.337331795599312
"663",0.13861985411495
"664",0.147341361735016
"665",1.03965566959232
"666",0.0508747342973948
"667",0.358541496098042
"668",0.367299243807793
"669",0.778555676806718
"670",0.0247967289760709
"671",0.600159713067114
"672",0.352486595511436
"673",0.0669259834103286
"674",0.429797230754048
"675",0.348213508259505
"676",0.189199636224657
"677",0.0833687023259699
"678",0.111829950474203
"679",0.182495908811688
"680",0.00813341466709971
"681",0.363385328091681
"682",0.691165407188237
"683",0.586311402730644
"684",0.429734836798161
"685",0.648191873915493
"686",0.433540022931993
"687",1.17761553497985
"688",0.26834208983928
"689",0.00495126703754067
"690",0.083748372271657
"691",0.0850526243448257
"692",0.224837881978601
"693",0.25095610646531
"694",0.0491371704265475
"695",0.31952649122104
"696",0.17107218503952
"697",0.257469140924513
"698",0.184260935056955
"699",0.457374351099133
"700",0.254413187503815
"701",0.392145235091448
"702",0.283746912609786
"703",0.0926514877937734
"704",0.01035968773067
"705",0.391237535513937
"706",0.459264342207462
"707",0.462637166492641
"708",0.614127207081765
"709",0.194620746187866
"710",0.155797535553575
"711",0.0207383511587977
"712",0.16007132595405
"713",0.45358031289652
"714",0.434266023803502
"715",0.0202938029542565
"716",0.367753391619772
"717",0.191641023848206
"718",0.355299639049917
"719",0.138352918438613
"720",0.45751778408885
"721",0.596988273318857
"722",1.02779790526256
"723",0.172951768618077
"724",0.596934515051544
"725",0.200778546277434
"726",0.000190269201993942
"727",0.172097303438932
"728",0.000124627258628607
"729",0.0592921278439462
"730",0.20684746094048
"731",0.948708348441869
"732",0.0996004021726549
"733",0.707243382930756
"734",0.105917674954981
"735",0.0462073087692261
"736",0.0611495017074049
"737",0.236630798317492
"738",0.566269119735807
"739",0.699013962876052
"740",0.868734968826175
"741",0.99826575955376
"742",0.5506497528404
"743",0.270329753402621
"744",0.272903169970959
"745",0.799777333159
"746",0.182832304853946
"747",0.22378996014595
"748",0.140410321764648
"749",0.291957126464695
"750",0.745267053134739
"751",0.647432971745729
"752",0.350953049492091
"753",0.443728002719581
"754",0.541511899791658
"755",1.07332166051492
"756",0.117991485167295
"757",0.0169220566749573
"758",0.476426694076508
"759",0.408870968967676
"760",0.495485791470855
"761",0.471073386725038
"762",0.377643732354045
"763",0.234710976947099
"764",0.860582983586937
"765",0.00843651127070189
"766",0.00499760964885354
"767",0.186927728354931
"768",0.130149980541319
"769",0.0953490124084055
"770",0.688591920770705
"771",0.254576776642352
"772",0.442849050741643
"773",0.0236256537027657
"774",0.400594172533602
"775",0.07788160815835
"776",0.307947481051087
"777",0.481469698715955
"778",0.442364155314863
"779",0.470381309278309
"780",0.0232505332678556
"781",0.105107766576111
"782",0.490190433338284
"783",0.595969846472144
"784",0.0105276959948242
"785",0.0444815983064473
"786",0.678980683442205
"787",0.0878891721367836
"788",0.182294631376863
"789",0.381712929811329
"790",0.717929350212216
"791",0.546733217779547
"792",0.731748822145164
"793",0.74202602962032
"794",0.297565450891852
"795",0.539613377768546
"796",0.270968291442841
"797",0.0790794193744659
"798",0.646384872961789
"799",0.0611381535418332
"800",0.241446529980749
"801",0.498544520232826
"802",0.78211386455223
"803",0.132926146034151
"804",0.214615617878735
"805",0.127864181995392
"806",0.136696600820869
"807",0.542960725724697
"808",0.792113011702895
"809",0.50042534712702
"810",0.654590555932373
"811",0.129015760030597
"812",0.373349117580801
"813",0.225066537968814
"814",0.334843120072037
"815",0.812732176855206
"816",0.937043717131019
"817",0.325955708976835
"818",0.879220806527883
"819",0.972404174972326
"820",0.0159263680689037
"821",0.910079309251159
"822",0.416906294412911
"823",0.270713572390378
"824",0.210778480395675
"825",0.870940785389394
"826",0.74413598747924
"827",0.543990114238113
"828",0.703114913776517
"829",0.0242817378602922
"830",0.535036383662373
"831",0.381739239674062
"832",0.284345266409218
"833",0.568999678362161
"834",0.519551828037947
"835",0.374875070992857
"836",0.375876189209521
"837",0.141676461789757
"838",0.763713929336518
"839",0.315616764128208
"840",0.0151112279854715
"841",0.509984048549086
"842",0.194797462318093
"843",0.46265346929431
"844",0.657004537060857
"845",0.141233254689723
"846",0.103740999475121
"847",0.0271715968847275
"848",1.03723343461752
"849",0.217794056516141
"850",0.0109934690408409
"851",0.717696852516383
"852",0.313044465146959
"853",0.0226470013149083
"854",0.502789225429296
"855",0.508997784927487
"856",0.198750051204115
"857",0.714404822792858
"858",0.724207479506731
"859",0.195081955753267
"860",0.216507404111326
"861",0.511101325973868
"862",0.127562165725976
"863",0.869337450712919
"864",0.4119727993384
"865",0.106253747362643
"866",0.123701526317745
"867",0.546485690865666
"868",0.574436180759221
"869",0.548941812012345
"870",0.227663861587644
"871",0.648779317270964
"872",0.302979196421802
"873",0.790456989780068
"874",0.705976707395166
"875",0.760183944366872
"876",0.382324189413339
"877",0.209509322885424
"878",0.604641353711486
"879",0.0895046885125339
"880",0.304683651775122
"881",0.301568165887147
"882",0.471141857560724
"883",0.346540317405015
"884",0.336500031407923
"885",0.344377115834504
"886",0.442222345154732
"887",0.0031596003100276
"888",0.16843780875206
"889",1.02281139232218
"890",0.497676711529493
"891",0.282906908541918
"892",0.694438242353499
"893",0.342063445132226
"894",0.0887111714109778
"895",0.623291723895818
"896",0.515135840978473
"897",0.835119830444455
"898",0.0946553028188646
"899",0.0744338473305106
"900",0.767659735865891
"901",0.10196638526395
"902",1.01007529301569
"903",0.0601826817728579
"904",0.360609486233443
"905",0.47513245139271
"906",0.363392473664135
"907",0.0238139857538044
"908",0.241259646136314
"909",0.470598768442869
"910",0.223720113281161
"911",0.0252833194099367
"912",0.0716323335655034
"913",0.281481738202274
"914",0.164250482339412
"915",0.0921670952811837
"916",0.44890946475789
"917",0.106713867280632
"918",0.0145592610351741
"919",0.398868997581303
"920",0.0115877180360258
"921",0.459881755523384
"922",1.01241030730307
"923",0.369961694814265
"924",0.471270901616663
"925",0.0667478539980948
"926",0.209381515160203
"927",0.267674478236586
"928",0.12633225414902
"929",0.57184093631804
"930",0.51794225582853
"931",0.666576297953725
"932",0.724311547819525
"933",0.0940482039004564
"934",0.309566943906248
"935",0.103844865225255
"936",0.236559615004808
"937",0.112522097770125
"938",0.461210939101875
"939",0.0779370754025877
"940",0.323827399406582
"941",0.621971269138157
"942",0.320874305907637
"943",0.135170286521316
"944",0.139713711105287
"945",0.509282434359193
"946",0.0280977785587311
"947",0.348531987983733
"948",0.222294765990227
"949",0.116076678968966
"950",0.56927424389869
"951",0.188895470928401
"952",0.365524475928396
"953",1.1689949920401
"954",0.235664306674153
"955",0.684682943392545
"956",0.236491544637829
"957",0.083888890221715
"958",0.681713512167335
"959",0.402199695818126
"960",0.0322410790249705
"961",0.323534307535738
"962",0.268396227620542
"963",0.553403496742249
"964",0.66762741887942
"965",0.281621874310076
"966",0.869589245412499
"967",0.148947075940669
"968",0.654779667966068
"969",0.646159718744457
"970",0.423912587575614
"971",0.0423019891604781
"972",0.28513468336314
"973",0.136459749191999
"974",0.449412756133825
"975",0.365648833103478
"976",0.220407219603658
"977",0.628975417930633
"978",0.536154319997877
"979",0.503447658848017
"980",0.669009962584823
"981",1.17131801787764
"982",0.676230522803962
"983",0.712541677057743
"984",0.642103746067733
"985",0.186988725326955
"986",0.434278286993504
"987",0.35666509764269
"988",0.195166189223528
"989",0.265092665795237
"990",0.279836819972843
"991",0.253399307839572
"992",0.58267610380426
"993",0.0592984585091472
"994",0.397823720704764
"995",0.353387529030442
"996",0.749078649096191
"997",0.316956490278244
"998",0.579132863786072
"999",0.102046297397465
"1000",0
