"alpha","beta","sigma"
257.021969193414,9.43055765917803,53.3036453531494
258.833140637401,8.45689055909292,51.9281443900451
255.28907471327,10.0060245661073,48.4722833157866
258.023846211963,9.90356001854897,48.1902959448822
252.050004239186,9.92400022280071,47.5259295902873
254.510745986241,11.0524706159202,46.1412671840804
239.899243666746,11.2331043934044,48.4785293560915
258.35471672066,8.94896929218997,51.662857524229
241.937040639791,11.7571700713436,51.2935788712995
258.995587524287,9.38711039866586,48.5104934036687
256.458999090536,9.86447389718324,44.7354753185846
251.906278783876,11.1959097853431,46.7402073987155
252.834805177805,10.9549921252651,44.5642360950219
245.50198356247,12.5490734972199,49.4469364611285
242.032163306196,11.4802430131185,46.8861208453431
252.919702497576,9.68940295508373,52.57326999954
252.885769855365,9.51543557461828,48.0873894414402
255.96210857546,9.4010026404228,46.6746416970959
248.028745846428,10.5158359765431,50.212088449798
247.933464547413,10.1248747222084,49.1552609545093
252.49043492442,10.1860042920089,46.5753053592192
250.401007960956,10.4980742587045,48.5418422795593
254.616206983517,9.93791057964397,50.0365821357282
249.709539926136,11.0585615825235,46.6287267889567
245.153532132333,11.3388018726296,50.0987208274842
251.388325569313,10.1754082615254,45.5232111478869
242.875677892285,11.8572914569524,49.2977208630658
248.554652976125,10.7362066780685,47.6258311613905
255.551769038388,10.8932413789829,51.4423910874057
253.6899166578,9.95127625744822,48.4770404736319
261.745295091166,9.05453390506085,46.3139931852048
253.07766358527,11.2111846418468,47.9661748173708
253.07766358527,11.2111846418468,47.9661748173708
258.800848942668,8.84628414941153,54.1422908310062
251.903885285073,9.69795047300552,47.5037357124559
241.992588617268,11.3776278787401,48.9753132801636
248.078774972254,9.63914679360396,48.4088539323842
256.646346562359,9.57002852759907,44.6784082297048
240.888180076107,11.2229315691965,51.034308093464
256.141921522865,10.0942208283899,49.3854557905893
243.994071639106,12.0793836396695,46.6062924526944
253.642143494295,8.75520794057616,52.5793219430823
247.388020251357,11.0778624395807,47.3711860018514
246.632424973619,11.7160123050347,47.1641420403634
245.09597456108,10.9847730012614,47.0964615625794
248.404186708215,11.8947563139727,46.0712895059187
246.493641669286,10.6228547476122,46.7051736812598
250.677237381239,10.402993169516,43.8008033689559
243.725715651013,10.8436666601413,48.1925345579145
240.785765213744,11.8579571086046,52.9185083780281
251.159862131144,12.0052193194569,49.8765071813852
258.295964036937,10.0193751765405,45.4938294148216
252.563617522006,10.9188404976407,47.0301606096261
247.168156582248,11.3463552383001,47.8791931743147
245.341766532611,13.3661989695599,47.6414770787172
258.277437598139,9.7267328393686,45.97748436411
241.693949478491,10.8611069581886,49.7740261106193
250.65020434061,9.5315315649488,46.355494074699
253.613116429255,10.5651719343344,46.4171750422972
245.145893073697,12.378786693574,47.5571856063688
243.05770839208,11.8385440239563,46.9229201153961
250.545979727906,10.7695233334737,46.9366647821733
250.976397912521,10.7943061626914,45.4832990410487
254.699227908315,9.23523692470779,45.3101175494023
242.496124324348,12.4230889698315,49.8142438935121
253.689011843205,10.6248129850867,46.553488825108
254.759612545118,9.8204717211841,48.4161297281823
252.715137805912,10.9855911795057,48.0025136008514
244.019650475756,11.3737229667495,53.7670340054257
243.291157997939,11.802954089794,52.0209452959189
250.167993669783,12.4065468545075,45.0880969133669
245.302191181228,10.5609697318581,48.5690256201547
245.016256201735,11.4881884337099,47.7687334821893
241.528291329292,11.6491512018908,48.5847323483725
258.487554811725,10.1819445785483,46.3476007091061
242.762222329062,11.4528735382943,50.3944653458408
247.676455322705,11.2296519753244,47.8474957809294
260.149355521455,9.54335580009935,47.1601125930372
236.662226417167,12.9072449041062,48.4123804804033
242.615149893858,12.222450309498,45.2936487877319
252.186509798375,10.2666854369995,48.2966011100637
242.291259374235,11.7116969015281,48.7911125912193
239.77021681565,11.6620743572831,52.7248547326935
255.556223154764,10.4402490785247,48.8066724598682
245.677938535217,11.655532894272,52.0120097350973
260.991580598124,9.14125769429233,48.1946983948779
252.630833318052,11.0971047704303,44.3391155973857
253.57152984449,9.44593340953187,48.4524957135333
244.561069679959,11.7268475054398,47.1199865703682
258.083197009715,9.80460848342675,46.3453335756566
259.423893911953,9.35773211721902,50.9763869874028
244.70261036447,10.4757636792335,54.1695558773115
244.728844606518,12.6345585591218,45.0756138929235
259.098019593476,8.25151762366207,45.1671617736027
235.893748173757,15.152109990123,50.9286263853234
258.93517968679,9.34301844908764,46.9880586293057
260.158740938566,8.76856000427808,53.1442451301421
251.625055765887,10.778610176933,51.61633294369
248.738142425582,9.22279615306977,46.3041518457279
249.309131116319,10.4982542471059,46.9084339704033
255.599844974668,9.93409268873462,47.0933536403765
236.40919183934,13.1965794090743,50.5266421361316
259.063426526326,8.37775354036273,46.4117048936584
257.504559497387,9.73491187277399,46.5106005671711
254.030597666558,9.14753813200768,52.7075517327513
241.596414783974,12.2939395817303,51.5267539766663
250.8390072245,11.2441624099655,46.1157035535003
243.96602536923,11.9309343889218,51.566028998623
237.978147276527,12.2300124577747,47.4520595889015
246.256616850056,11.8762835887981,46.4477024311277
246.698545166548,11.3922393107935,46.1511758289966
244.618680762579,13.2162764864821,46.0089375670008
249.913935786562,10.6669048975911,53.4170714914241
234.053564412384,14.4562240515751,48.2273116121598
251.346873038673,11.441011160984,51.3214258183128
258.055105545294,8.78327571029339,47.4006172125931
262.149418378391,9.1832453715903,48.5658241425791
259.131891508529,10.5910675738853,50.8679088493721
249.663746297761,11.5175991100679,50.9629810027725
246.345117376424,11.9302963685951,45.9082134245008
250.975416544566,10.1761826492965,45.8192757560169
248.692279066364,11.8324878726665,49.5575196190361
239.542748612336,11.4259003459824,46.0590471152584
258.597545874154,9.52083564999767,51.425916503756
249.750217121606,10.0627608698989,45.2350807147196
245.857823084603,12.0995186369143,51.099891302809
265.11308862033,8.30490946448724,48.9304921036017
253.945414945018,10.7461559076778,47.658415508788
245.39169562976,11.7015240694069,49.7564115819502
245.93111821505,12.2805965791932,49.4169533298441
260.167186158033,9.17247011693586,44.3264869571549
266.357433247599,7.55257381577335,51.3103866843653
255.803664974752,9.85585258368911,49.879801972784
259.273391985016,9.86463629325312,47.1709085111686
254.407537591843,9.91196791329035,44.6451382254615
255.561702652135,9.88327976090308,45.4151126855809
253.376952549657,10.3808051594359,51.0785079206755
248.183752774568,10.6817609762136,46.8305471286708
255.024747877606,10.6868669519804,45.7028650536625
253.394366870695,9.3982567893046,49.4403964352256
253.572528228664,10.1483235152205,47.6545066270885
246.632424973619,11.7160123050347,47.1641420403634
254.763992383077,9.60179198039939,48.9089108047598
250.902801889943,10.6527736775323,47.4154815180382
250.215308500911,10.1699258824218,50.1348880734631
244.27174850708,10.9905112250462,47.0055105305511
258.514066828757,9.8534374939465,53.3232841949348
247.444478941498,11.3042294746504,47.8312069009077
261.432585453623,8.5023428097857,49.1386973138553
260.427241087368,8.83885658279768,51.1504195115094
244.481102219846,11.8821425930685,47.4950040220055
256.309507762348,9.96145012749172,48.7170130018135
248.730994921168,10.4768679660471,51.1690616332713
263.118701527103,7.42908652230238,50.6522314381914
247.80344902972,11.3965169048456,50.7337334619177
251.522329855679,9.9249324480644,49.5848051332325
246.410154630018,11.0556223206355,49.4328911072314
248.515479877689,11.4299356692845,49.1776512680169
258.060421888549,9.46040403962464,48.2012042290675
251.100468606164,10.878621164671,49.9609590718915
261.469823056094,8.92915544318678,53.602807568926
247.572012517751,11.9243541083784,48.2802475663405
249.540526618792,11.7063319666777,49.6566678114816
259.466212149568,9.22311777823968,44.7741425973307
246.379560061421,11.8828117048964,47.7514509613604
250.305958834351,9.96130030334804,50.337990884265
255.525944219006,9.2725421773918,50.7587249137067
251.287782893436,11.5796443343655,47.2312809826508
246.93949012412,11.1659126485824,46.9797917471584
250.019446495457,10.998343563193,47.2040892362454
255.251733470397,10.0209460069995,46.5229828057956
244.848702933124,11.4234513397941,48.6322746969795
256.956462746204,9.782136059754,47.2092923609456
239.820701454692,11.9213853261585,50.1272268455244
252.765600308312,9.13913553201553,48.0093893395819
244.942857152816,11.7017589920463,49.4281531256094
254.305346937806,9.25769423230366,45.5974276813859
243.671191733341,11.7790622444313,51.473024998565
234.974526717344,13.4867792007437,53.1049532888007
248.725225268115,11.8165822927134,43.6615381997696
245.227214888198,11.3348664437192,52.1525362008573
236.007433246889,14.0990578648945,49.4664629114172
249.172712231676,9.40983170233736,48.6204724216305
242.945991084255,11.8649129322771,49.0091977456494
256.816425119739,9.060066595944,47.8574876603304
252.581835189302,10.7212006188564,49.9758133403627
260.098629677661,8.41130697884132,50.8283118177276
234.741404201812,12.898094629755,48.0070587266433
247.801767424663,11.580493840828,47.3713446329493
251.79518942489,10.727395043046,47.995074134316
256.586887928086,10.8540640847821,52.2721931626178
251.743744153132,11.2514297964585,48.0959648666176
249.187258502509,11.3926145532942,50.5911068123551
251.407294034859,10.965698432063,50.276958381511
251.587330091021,11.239395054573,46.9510702379585
245.230295623834,11.706707294022,47.3359248668918
237.987702113375,10.9206185500237,45.4803551678031
241.444676573905,12.4950333040693,49.0712077107093
258.795690522366,10.069226115251,51.5935645044481
254.09913199959,9.69034524521955,46.3406584124342
254.89583001278,8.70050176080598,50.3194637240525
244.467442971705,11.6384485205602,44.9157670520813
252.29627638584,11.0624218831804,48.8662827152247
240.720729354162,13.0712325695283,46.3897604589784
251.125836720378,11.6593244423932,45.9947257632955
248.142990807807,12.0309430385983,48.6372543956375
259.451074475308,8.62964543668532,46.9383688435167
246.290462198294,11.7739480441036,47.0717516920379
242.216767668561,12.0846189703836,51.5419660075471
241.439781403056,11.2848645513896,48.1567042511797
232.987442340891,14.2049148584141,48.8343796837579
252.955414904303,10.3769178242207,46.8156619734331
257.840030713573,9.25705700067419,48.8140922057459
248.728347038655,11.125437716874,49.7462930005783
259.299305301246,9.44206895658565,42.8009369043744
243.385860828765,11.5148612401128,47.2277035188979
255.651171267684,10.4218095933083,50.8506952090467
256.040411341637,10.8670579110282,49.9371155670747
242.945126929539,10.5187070576554,54.3936390447171
242.688070035298,10.8225662008508,50.7669518117314
257.75823296763,10.1171673357169,42.5015107928697
241.526197951665,12.1182798088548,49.8117866500007
250.19424472976,10.7382339655726,46.8310174202505
247.388020251357,11.0778624395807,47.3711860018514
249.150842109032,10.8185345757995,49.4087644593029
256.26371894272,9.70200198610409,47.1154749941765
247.214884206813,12.0551466728268,50.8010393903669
243.000615917887,12.4055128164788,50.9087903141444
252.304207497495,9.07997345175156,48.4462058612053
249.966806528345,11.5548429820512,45.7275433060624
258.744984028336,9.73133949400812,49.7642440465262
246.43147684016,11.4666856251452,50.7579873746185
249.106673405962,10.3770291325429,45.1971498469861
237.239101936177,11.3733723981465,46.9470820770751
248.41627196813,12.0717398793359,45.6495738172387
259.961585274768,9.63811672295392,47.8562016324789
255.887289956498,9.36151521729987,48.9573303728235
252.604698315002,10.8480048564003,46.2585264525359
256.175093036919,10.2423897497768,46.1013799244096
247.089183547025,12.0468243574851,47.0631438296894
243.579467917451,11.3342299449229,43.8145020300648
244.720258542545,10.8709209876501,48.5507082869402
258.536909961006,9.28826590431718,49.33188458333
250.975416544566,10.1761826492965,45.8192757560169
243.65747616547,10.9758746107367,47.4418913971508
265.386875211599,7.53234608159844,49.1958595318873
248.191304376898,9.84203567144578,48.2925177432363
241.351875703072,12.0767893887429,47.1828902817295
252.014588868607,9.66654753053452,45.5083896540919
248.552505579457,9.9194608060834,50.575358246554
255.708558410528,10.3878312115667,52.5997017787427
251.111282892183,10.2748177087828,48.6098797982548
239.215063732833,11.8118471635849,46.7667205514754
252.883021410782,9.5420703655257,45.0549924274391
256.062183551564,10.0095922304952,48.8530518740409
249.03212552076,12.2122605679785,51.0893225968844
244.101387173309,12.42099342081,47.8075881914285
239.491540122681,12.4364544947587,46.7133279753274
256.167693066562,9.55354077148037,46.7936250600963
251.745008899795,9.69396777655305,53.6596063129843
248.431970570061,11.1165485479896,46.3334497984389
249.112073944668,11.8270390871639,45.2812774277944
253.647871582941,9.40741078703434,46.267050786794
245.500461672797,11.3514131808889,48.9992529319225
228.611139675311,13.9124128474426,47.4453191653387
256.637011151697,10.3091517483532,50.7758368691122
257.678928469601,9.14254321333753,49.895460110157
249.153349394435,10.4636903865439,49.1234927708332
248.43443391778,11.0479729306713,46.2106105982492
257.678001263802,8.98635930753395,49.2130584916503
256.873503638572,9.13773122571389,50.069644857533
247.465234799562,11.2416953896801,48.9402743387218
251.531385188017,10.6770886765578,45.1409833264587
251.158420024467,11.8193097408255,44.80044583898
250.5456153345,11.5286072647424,47.3831961655881
245.780435720326,12.0987698265108,47.2241607498748
250.475883088597,11.4892177555048,52.117213091948
249.117456328961,10.6708061803871,46.7327335266108
255.38587577208,10.3216824276209,53.5779821106502
263.57214865585,8.321740655282,43.4639414091707
251.364485447672,9.51749061971899,47.1915389142628
252.124089275449,11.2411192018515,51.3140290309812
240.295460425904,11.811786321825,42.5460813145454
247.201028100062,12.1133302246088,50.5182041579079
238.114373026956,12.3368376655297,45.7070826026757
251.444592662775,10.525589668267,48.2241640616729
259.845118042888,8.65438081651663,51.3556843470306
246.630913089509,10.9822555083603,50.1796955222092
247.237275602548,12.1298248004234,47.3629354469486
244.648641754055,11.1572923501694,46.1236209522635
245.324981646629,11.2786113728845,47.6975284967925
255.742121227981,10.0112614000488,45.2413990560132
242.908646598986,12.5531120257808,51.4682665498922
251.499279948529,10.9458982146166,46.9424349992437
253.911160492575,9.56907670460173,52.3876845851433
252.807687124865,10.8941745573548,49.6677165178142
247.387110186091,12.2199415697746,48.4252870594947
252.481512613886,10.3706590538378,47.2050369812401
247.712900659586,9.10911129187337,49.7213144159581
258.066851606022,8.84165392353943,53.8986364209624
245.892408811043,11.6365953503013,45.2138226121031
250.356940824054,10.6491181260192,50.1896368621386
247.233369805686,10.122678997045,42.5238534856211
247.339433187565,11.1191865616899,43.3863040845144
250.393590539138,10.6124383522338,46.4686042281175
253.448922162098,10.7350115852467,46.4754862325958
257.930146664835,9.63253017609813,51.7748900657853
250.633507249203,11.5382643613345,42.5313308098345
248.389649773566,11.5831644280518,50.9326462826899
247.042306324622,11.2758373743922,50.1035540729394
259.513051676952,9.75698507880715,49.4007780756584
256.135814929634,8.94963714604717,51.5518168707988
245.596388996612,10.9261048402469,46.4355771778206
246.389503657057,11.2566130172389,49.2751351916187
247.241327623053,12.0349478501775,44.3231898983908
239.215063732833,11.8118471635849,46.7667205514754
239.997592411638,10.7918201590373,50.2596951717695
249.904020139582,11.308338290687,49.0984088324596
233.01100381467,14.8206039479111,51.3938385026245
250.430668537494,11.4686781080729,52.1533785526291
248.03635743506,11.780684693666,45.2173891820606
259.048285598812,9.21972863170873,50.8216184617485
242.847204873306,11.1684743045905,47.5948503760042
245.927695745483,11.3547227641891,49.2161304997748
247.426111024418,11.6551018658087,49.7168906412124
250.709895164857,11.0618504408982,48.065550152399
248.732341809902,10.4459717938214,45.5015832406486
255.905012539657,9.15438212940186,45.9236677976685
244.562014048429,12.1347206738522,46.4962241265861
253.012769528548,10.0098795627884,42.9511808610503
250.327181519766,12.3423233024477,43.4579239865465
246.166366377251,10.999571880833,44.9247359633141
253.539199192031,10.1413330720118,52.1287877694379
250.291617105851,10.8908245748312,45.870950902105
244.379454923341,11.7754373367403,45.3700569497747
252.164254215727,11.7224508352822,42.6387907994905
259.447309140816,9.36785226787801,44.1676102230454
257.587895049184,8.89435507584904,43.1932896170807
247.867221677155,11.2229142074057,46.8904671439143
249.398199553785,11.4169315216291,48.2334751809414
234.140206055921,13.3669676088143,47.9989536325225
248.718022168335,10.4795594666842,46.564471951599
251.818467881044,11.3084134128497,46.7403737192945
256.192319549215,9.88378798036854,53.7556462944453
252.085788151904,11.2479611882991,51.9585563408487
253.672752629878,10.0960982874761,44.0338556546801
258.533046282995,9.53196497159763,49.2942507171293
249.742616983214,11.583500043878,44.8015727523446
256.52848841474,9.65944459242444,48.7474597168275
243.1644541173,12.0712433637532,49.0231334062012
247.38229994346,11.309371300284,47.3523494735168
249.579166301275,10.5040674174856,48.4475372181849
244.759679093228,12.1051398256279,51.0193925061952
250.300854236667,9.58544254169275,47.293846727438
254.348402864557,9.0259339607036,47.712413856217
262.857907799597,8.40434957248262,46.8706180847906
246.356838359208,11.990295871985,47.6886852188669
257.636242372496,10.0988822679364,54.8678961374888
253.376393404784,9.68219744717831,47.2753565736382
252.066057945707,9.98817346791524,49.1581771196181
250.434488588939,9.61279193522716,44.7915077803838
252.079716066944,11.330819006282,51.6292542090773
237.090987116742,12.1461689093806,51.7474736453821
235.10965905739,12.7276140176927,47.8821995303857
236.907179729276,13.1419960718366,51.8785337309164
246.885530439398,11.7873982218712,48.5849178784932
249.062897220191,10.7471077235357,48.5208743226259
247.833095654869,11.3612258058742,50.0928703101924
250.35138147218,11.2661187023465,46.7805941067414
265.744304710085,8.32475926581632,47.6752675204822
258.296523523289,8.72346314173457,49.7081679531178
238.544093552542,12.6894973520374,49.9666813491303
246.002933308926,11.2122864292213,51.1282269170649
252.639787322677,10.0757480519504,46.7557050830904
251.3338006687,9.81322912501482,47.6558699261382
246.698501014759,10.2313054042803,46.7799657756564
264.440535668592,8.15210459615062,49.0957795738224
253.455981937729,10.0841601538312,50.3369782298172
250.578980744801,9.90257227335198,48.3450385691518
255.879783972742,9.30578785817708,47.4170634889836
237.983601365011,12.0284658535828,47.243684142489
253.758302638316,11.1647033644658,47.7176759452824
257.289935360904,9.733809490204,45.163519869138
245.701191102828,11.2719560301889,50.518332666748
250.662122389113,11.4734331343595,47.3763994896368
245.597820975419,10.9749662248352,49.6205295632897
259.629640559754,9.63031240134699,49.877672217389
254.06585925309,10.1842298039374,48.7887524063309
249.659823729776,10.9230983125196,42.6360253382125
254.716162574551,9.30752500794352,46.6082869318299
248.928246427668,10.2914051531652,46.1416492131013
254.183429707905,10.7350976821656,49.9963022815245
250.696102516118,9.74284406615003,48.2409670349501
252.467112981352,10.9580083906224,45.8020643319684
246.835260075845,10.9453970823834,46.5817104453393
247.4825411337,11.6280505759071,46.2439672623398
239.692926099924,12.0758594638238,46.456754947117
264.269553435799,8.12948811702505,45.0197543462394
249.034231994805,11.5681642772954,55.2657944093539
250.454212958351,11.5029614907704,45.6637036949557
256.888581619699,9.67506694656857,48.2622023418952
258.86658425608,8.2906875714618,49.2438709561612
233.375034528946,12.9881751011795,49.0022117229333
255.126271311917,10.5379421697683,49.5763730678904
252.801560948099,10.4365735679638,52.9160707918642
245.518800955211,12.6916765974792,43.374146834212
253.526701710144,10.9621220930106,49.4744524835806
256.789592837553,9.8449006576537,50.6996277573103
254.310528343163,9.55169111075766,48.1559558756673
247.24574258032,11.4075284876334,47.3933064502051
242.168950088119,12.5297024275853,45.7252544896842
256.002868962642,10.1779013274067,50.6156685723341
251.952307870807,9.22318908345017,46.9098455795514
246.87606119887,11.8346221887193,46.4170668588948
250.006885996367,10.7682379260324,49.7769011013533
247.603253529602,11.4225729821008,48.0741465611198
248.702992622191,10.741232375006,50.0635196951986
255.604222241032,9.9215153495977,51.7712577111044
251.711117796442,10.1979986620895,51.2546736970897
250.990465116756,11.4605313124174,43.8653616692335
262.544711705587,9.266661363929,45.740329745964
258.427455102877,9.91397544524884,46.9727728057825
252.215003227464,11.0623439013222,44.6857576099916
253.442283426897,10.9387247086098,56.3327649031343
242.633655642487,12.1293666745277,41.4629365321816
248.976093350603,9.43580449345853,44.9621255442891
245.191246139504,11.3889358020215,47.1198777051246
246.69617029748,11.1460027068284,51.2098172152352
251.750840644185,11.7698198200647,46.9717718711927
246.41444611514,12.1326719498504,47.2008710268233
245.621793295417,10.7724974033626,45.2271846411819
265.495692789111,7.19160971121801,49.1482055235401
250.394812399064,10.4823826487852,49.0113633700467
260.342937618362,8.75107980806333,47.0475528960736
250.56370834232,10.6837393432924,52.6298863324965
254.691500174414,10.024764584532,49.4270427107855
241.890252513758,11.9169851848577,49.7043860013967
246.802269280617,10.9313174740745,45.8164276992772
256.078712664485,9.33336754257448,44.8909523121886
246.620521049802,11.9624795994121,49.5502194377963
247.067137221224,11.0989188680633,49.8882063106632
254.247529300435,9.76630010999228,49.6002329289772
265.55035513517,7.7423085384664,45.5356161248298
252.581618455037,10.5417674020119,43.5736126455577
248.978532362025,10.3036500965103,49.7335108157308
246.542283484948,11.1666791998121,44.6179681061285
241.120326027333,10.5590299293059,46.9481436443629
260.974776880254,9.1411462237012,47.7439091677828
255.154401125525,10.8406899935043,51.0171249034471
257.303454324368,9.81433204606906,45.1528100060858
238.226820192367,11.710411687996,52.4057304148759
261.47855133444,9.16878739370027,44.6083726652547
244.592787154511,11.9051572846135,49.8902644857299
253.291103999824,9.34930953606086,48.6786226716855
250.821547725068,10.4327340167016,48.8560774045314
253.737791605512,11.0432156808663,47.8611000330372
252.534799336678,10.6879430733687,49.1861948007048
257.182591029921,8.5966508680546,47.260946524162
247.817387439379,11.3573547954918,51.7791826230435
250.188744259189,11.7700729532615,50.2158334072829
246.519203882169,11.4014724922977,45.2624284221726
255.538096873843,9.60569387372158,46.4066480388991
245.045469785504,12.5285285042746,46.8318418574793
259.003614764133,9.66365585807914,44.8147844061835
257.016234693664,9.49621234782907,50.0896918858278
247.689560991333,11.4397036904071,51.3662823510518
248.597640201268,11.3945697947423,45.396844545331
257.800309125315,8.88053823190733,49.8769758105049
249.896457847248,11.5162159986756,47.9278115476514
254.69989709976,10.1475685696427,49.7897655691974
246.612513075051,10.3433797374713,44.9433817110159
256.28767925062,8.7612956141247,47.6975365097684
256.409604214579,9.88625464091305,48.1754940110679
253.356813830993,9.55700892092377,47.4171857472957
260.510446261916,7.73773263113297,45.4871360287866
256.239575893274,9.65033587202637,47.0098588243049
254.394102775088,9.24183015488074,45.6606386479865
253.77485541813,11.5788378818115,51.3350126142848
261.262963093038,9.53405796126573,50.0084114149607
245.128647521261,12.3061859266286,52.8751850842078
260.544194881699,9.82427470431126,50.9022268968616
246.078297753784,11.1184243393116,46.2681507655698
254.033108693773,10.4192035157902,50.6263562097124
250.572457523715,10.1822097498167,44.5997642496469
258.437043267568,8.08013928031578,50.4550605915052
257.910268163803,8.99630824806727,48.6131699355227
249.69209891301,10.2432453530623,46.263185225112
259.647573974692,10.3564284777753,47.4517143493886
251.884764869309,10.5758485170362,48.3874880462243
251.798494486398,9.91650033340841,45.8690046495605
243.462008804015,11.7378457136195,46.8189176281568
249.854825812021,10.6461387702718,48.624216342296
245.264636058573,11.1986981791036,45.8813128873636
